raw_item,canonical_item,category_guess,perishable_guess,base_unit,pack_count,size_amount,size_unit,total_qty_purchased,normalized_units_total,units_per_week_all_raw,units_per_week_13w_raw,package_volume_hint
"Mucinex Fast-Max Cold, Flu, & Sore Throat Relief Medicine, OTC Cough Suppressant, Expectorant, 6 fl oz",Mucinex Fast Max Cold,Uncategorized,Non-perishable,each,1,6,fl oz,1.00,1.00,0.0162,0.0000,6 fl oz
"Mucinex Fast-Max Kickstart Severe Cold and Flu Medicine, OTC Cough Relief, Menthol Flavor, 6 fl oz",Mucinex Fast Max Kickstart,Uncategorized,Non-perishable,each,1,6,fl oz,1.00,1.00,0.0162,0.0000,6 fl oz
"Mucinex Fast-Max Severe Congestion & Cough Medicine, OTC Sinus/Nasal Decongestant, Expectorant, 6 fl oz",Mucinex Fast Max Severe,Uncategorized,Non-perishable,each,1,6,fl oz,1.00,1.00,0.0162,0.0000,6 fl oz
"Mucinex Nightshift Sinus Medicine, OTC Fever Reducer, Cough Suppressant, Nasal Decongestant, 6 fl oz",Mucinex Nightshift Sinus Medicine,Uncategorized,Non-perishable,each,1,6,fl oz,1.00,1.00,0.0162,0.0000,6 fl oz
"Mueller's Sodium-Free, Cholesterol-Free Lasagna Pasta, 16 oz (Shelf-Stable)",Mueller S Sodium Free,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16 oz
"Native Coconut & Vanilla Body Wash, 18 fl oz",Native Coconut Vanilla Body,Uncategorized,Non-perishable,each,1,18,fl oz,1.00,1.00,0.0162,0.0000,18 fl oz
Native Limited Edition Vanilla Cream & Pumpkin Body Wash 18 FL OZ,Native Limited Edition Vanilla,Uncategorized,Non-perishable,each,1,18,fl oz,1.00,1.00,0.0162,0.0000,18 FL OZ
Native Moisturizing Conditioner Coconut and Vanilla 16.5 fl oz,Native Moisturizing Conditioner Coconut,Uncategorized,Non-perishable,each,1,16.5,fl oz,1.00,1.00,0.0162,0.0000,16.5 fl oz
"Nature’s Miracle Dog Urine Remover Enzymatic Formula, for Carpet, Hard Floors, Fabric and Furniture, 24 oz.",Nature S Miracle Dog,Uncategorized,Non-perishable,each,1,24,oz,1.00,1.00,0.0162,0.0000,24 oz
"Nestle Toll House Premier White Regular Baking Chips, 12 oz Bag",Nestle Toll House Premier,Snacks,Non-perishable,oz,1,12,oz,1.00,1.00,0.0162,0.0769,12 oz
"Nutella Hazelnut Spread with Cocoa, Creamy Hazelnut Spread, Breakfast Favorite, 33.5 oz Jar",Nutella Hazelnut Spread With,Uncategorized,Non-perishable,each,1,33.5,oz,1.00,1.00,0.0162,0.0000,33.5 oz
"Ocean Spray® Cranberry Juice Cocktail, 64 fl oz Bottle",Ocean Spray Cranberry Juice,Uncategorized,Non-perishable,each,1,64,fl oz,1.00,1.00,0.0162,0.0769,64 fl oz
"Ocean Spray® Whole Cranberry Sauce, Canned Side Dish, 14 oz Can",Ocean Spray Whole Cranberry,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0000,14 oz
"Oikos Protein Shake, Shelf Stable, Chocolate, 30g Protein, 12 fl oz, 4 Count​ Bottles",Oikos Protein Shake Shelf,Uncategorized,Non-perishable,each,4,12,fl oz,1.00,4.00,0.0162,0.0769,30g
"Oikos Triple Zero 15g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Cups, 5.3 oz, 4 Count",Oikos Triple Zero G,Dairy,Perishable,each,4,5.3,oz,1.00,4.00,0.0162,0.0769,15g
"Olay Firming Body Lotion, Hydrating, Collagen, Pump 17 fl oz",Olay Firming Body Lotion,Uncategorized,Non-perishable,each,1,17,fl oz,1.00,1.00,0.0162,0.0000,17 fl oz
"Olay Nourishing Body Wash for women, Hyaluronic Acid, 20 fl oz",Olay Nourishing Body Wash,Uncategorized,Non-perishable,each,1,20,fl oz,1.00,1.00,0.0162,0.0000,20 fl oz
"Old El Paso Stand 'N Stuff Taco Shells, Gluten Free, Meal Prep, 10 Count, 4.7 oz",Old El Paso Stand,Uncategorized,Non-perishable,each,10,4.7,oz,1.00,10.00,0.0162,0.0000,10 Count
"Ophanie Adhesive Shower Caddy 6 Pack, Large Capacity Bathroom Organizers and Storage, No Drilling Wall-Mounted Basket, Black",Ophanie Adhesive Shower Caddy,Uncategorized,Non-perishable,each,6,,,1.00,6.00,0.0162,0.0000,6 Pack
"Oral‑B Floss, Glide Ultra Deep Clean Floss Picks 75 Count",Oral B Floss Glide,Uncategorized,Non-perishable,each,75,,,1.00,75.00,0.0162,0.0769,75 Count
"Oregon Chai Original Chai Concentrate, 32 Fluid Ounces (Pack of 1), Organic & Non-GM)",Oregon Chai Chai Concentrate,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
"OREO Double Stuf Chocolate Sandwich Cookies, Family Size, 18.71 oz",Oreo Double Stuf Chocolate,Uncategorized,Non-perishable,each,1,18.71,oz,1.00,1.00,0.0162,0.0000,18.71 oz
"Ortho GroundClear Poison Ivy and Tough Brush Killer2 Concentrate, 32 fl. oz.",Ortho Groundclear Poison Ivy,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Parent's Choice 3 Compartment Section Plate, Toddlers Aged 12 Months and up, 3 Count, Gender Neutral",Parent S Choice Compartment,Uncategorized,Non-perishable,each,3,,,1.00,3.00,0.0162,0.0000,3 Count
Parmesan Baked Cheese Crisp - 2.12oz - Good & Gather™,Parmesan Baked Cheese Crisp,Dairy,Perishable,oz,1,2.12,oz,1.00,1.00,0.0162,0.0769,2.12oz
Parmesan Cheese Crisps with Everything Seasoning - 2.12oz - Good & Gather™,Parmesan Cheese Crisps With,Dairy,Perishable,oz,1,2.12,oz,1.00,1.00,0.0162,0.0769,2.12oz
"Great Value Parmesan Finely Shredded Cheese, 6 oz Bag",Parmesan Finely Shredded Cheese,Dairy,Perishable,oz,1,6,oz,1.00,1.00,0.0162,0.0769,6 oz
"Pen + Gear Economy White Poster Board, 22""x28"", 1 Count",Pen Gear Economy White,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,1 Count
"Pen+Gear Letter Size Hanging File Folders, 12 Count, Green",Pen Gear Letter Size,Uncategorized,Non-perishable,each,12,,,1.00,12.00,0.0162,0.0000,12 Count
"Pen+Gear No. 1 Size Smooth Paper Clips, Silver, 100 Count",Pen Gear No Size,Uncategorized,Non-perishable,each,100,,,1.00,100.00,0.0162,0.0000,100 Count
"Pen+Gear Push Pins in Clamshell, Clear Plastic Head, Steel Point, 100 Count.",Pen Gear Push Pins,Uncategorized,Non-perishable,each,100,,,1.00,100.00,0.0162,0.0000,100 Count
"Pepperidge Farm Sesame Topped Hamburger Buns, 8-Pack Bag",Pepperidge Farm Sesame Topped,Bakery,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
Peppermint Whipped Dairy Topping - 13oz - Favorite Day™,Peppermint Whipped Dairy Topping,Uncategorized,Non-perishable,each,1,13,oz,1.00,1.00,0.0162,0.0000,13oz
"Pillsbury Ready to Bake Chocolate Chip Cookie Dough, Makes 24 Cookies, 16 oz",Pillsbury Ready To Bake,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16 oz
"Pillsbury Ready to Bake Cookie Dough, Chocolate Chip, About 30 Cookies, Value Size, 30 oz",Pillsbury Ready To Bake,Uncategorized,Non-perishable,each,1,30,oz,1.00,1.00,0.0162,0.0769,30 oz
"Pillsbury Ready to Bake Refrigerated Sugar Cookie Dough, Makes 24 Cookies, 16 oz",Pillsbury Ready To Bake,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16 oz
"Planet Oat, Original Oatmilk, Dairy Free, 52 oz, Refrigerated Cardboard Carton",Planet Oat Oatmilk Dairy,Dairy,Perishable,fl oz,1,52,oz,1.00,1.00,0.0162,0.0769,52 oz
"(3 pack) Plum Organics Jammy Sammy Snack Bars, Blueberry and Oatmeal, 1.02 oz Bars, 5 Count",Plum Organics Jammy Sammy,Uncategorized,Non-perishable,each,3,1.02,oz,1.00,3.00,0.0162,0.0000,3 pack
"Great Value Organic Pomegranate Juice, 32 fl oz",Pomegranate Juice,Uncategorized,Non-perishable,fl oz,1,32,fl oz,1.00,1.00,0.0162,0.0769,32 fl oz
Pompeian Red Wine Vinegar - 16 fl oz,Pompeian Red Wine Vinegar,Uncategorized,Non-perishable,each,1,16,fl oz,1.00,1.00,0.0162,0.0769,16 fl oz
PopCorners Spicy Queso - 7oz,Popcorners Spicy Queso,Pantry,Non-perishable,oz,1,7,oz,1.00,1.00,0.0162,0.0769,7oz
PopCorners White Cheddar - 12oz,Popcorners White Cheddar,Pantry,Non-perishable,oz,1,12,oz,1.00,1.00,0.0162,0.0000,12oz
"Premium Original Soup & Oyster Crackers, Lunch Snacks, 9 oz",Premium Soup Oyster Crackers,Uncategorized,Non-perishable,each,1,9,oz,1.00,1.00,0.0162,0.0000,9 oz
"Fresh Produce, Whole Green Cilantro, 1 Bunch",Produce Whole Green Cilantro,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
Chobani 20g Protein Greek Yogurt Drink Strawberry Cream - 40 fl oz/4ct Bottles,Protein Drinks,Dairy,Perishable,each,4,40,fl oz,1.00,4.00,0.0162,0.0769,20g
Chobani 30g Protein Vanilla Ice Cream Greek Yogurt Drink - 30g Protein 14 fl oz,Protein Drinks,Dairy,Perishable,each,1,14,fl oz,1.00,1.00,0.0162,0.0769,30g
Oikos Pro Strawberry Cultured Dairy Drink - 3.1 fl oz/6ct,Yogurt Drinks,Dairy,Perishable,each,6,3.1,fl oz,1.00,6.00,0.0162,0.0769,3.1 fl oz
"Great Value Pure Granulated Sugar, 4 lb",Pure Granulated Sugar,Uncategorized,Non-perishable,each,1,4,lb,1.00,1.00,0.0162,0.0000,4 lb
"Great Value 100% Pure Pumpkin, 15 oz",Pure Pumpkin,Uncategorized,Non-perishable,each,1,15,oz,1.00,1.00,0.0162,0.0000,15 oz
"Purina ONE Plus, Sensitive Skin & Stomach, Dry Cat Food, Turkey, 7 lb Bag",Purina One Plus Sensitive,Meat,Non-perishable,each,1,7,lb,1.00,1.00,0.0162,0.0000,7 lb
"Purina One True Instinct Dry Dog Food for Adult Dogs, High Protein Real Turkey & Venison, 7.4 lb Bag",Purina One True Instinct,Meat,Non-perishable,each,1,7.4,lb,1.00,1.00,0.0162,0.0000,7.4 lb
Queso Mama White Queso with Diced Green Chilies - 12oz,Queso Mama White Queso,Uncategorized,Non-perishable,each,1,12,oz,1.00,1.00,0.0162,0.0000,12oz
"Red Lobster Cheddar Bay Biscuit Mix, Garlic Herb Seasoning Included, Cheddar Biscuit Mix, 11.36 Oz Box",Red Lobster Cheddar Bay,Uncategorized,Non-perishable,each,1,11.36,oz,1.00,1.00,0.0162,0.0000,11.36 Oz
"Reddi-wip Original Whipped Topping Made with Real Cream, 13 oz",Reddi Wip Whipped Topping,Uncategorized,Non-perishable,each,1,13,oz,1.00,1.00,0.0162,0.0769,13 oz
"Great Value Original Ricotta Cheese, 32 oz Tub",Ricotta Cheese Tub,Dairy,Perishable,oz,1,32,oz,1.00,1.00,0.0162,0.0769,32 oz
"RITZ Peanut Butter Sandwich Crackers, Lunch Snacks, 20 Snack Packs (6 Crackers Per Pack)",Ritz Peanut Butter Sandwich,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Roasted & Salted Pistachios, 16 oz Resealable Bag",Roasted Salted Pistachios Resealable,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16 oz
"Rolo Unwrapped Rich Chocolate Caramels Candy, Bag 7.6 oz",Rolo Unwrapped Rich Chocolate,Uncategorized,Non-perishable,each,1,7.6,oz,1.00,1.00,0.0162,0.0000,7.6 oz
"Russell Athletic Boys Runner Tech Short Sleeve T-Shirt, 4-Pack, Sizes 4-18 & Husky",Russell Athletic Boys Runner,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Safety 1st Custom Fit All Purpose Strap (2pk), Decor, Charcoal, Toddler",Safety St Custom Fit,Uncategorized,Non-perishable,each,2,,,1.00,2.00,0.0162,0.0000,2pk
Salt Free Garlic & Herb Seasoning Blend - 2.5oz - Good & Gather™,Salt Free Garlic Herb,Uncategorized,Non-perishable,each,1,2.5,oz,1.00,1.00,0.0162,0.0000,2.5oz
"Sargento® Balanced Breaks® Cheese & Crackers, Gouda & Sharp Cheddar Cheeses and TRISCUIT®",Sargento Balanced Breaks Cheese,Dairy,Perishable,oz,1,,,1.00,1.00,0.0162,0.0000,
"Schick Hydro Silk Ultra-Sensitive 5 Blade Razor for Women, 1 Handle, 2 Refills",Schick Hydro Silk Ultra,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
Scott 1000 Septic-Safe 1-Ply Toilet Paper - 36 Rolls,Scott Septic Safe Ply,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
"Scott 1000 Toilet Paper, 20 Rolls, 1,000 Sheets Per Roll",Scott Toilet Paper Rolls,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Fresh Seal Double Zipper Sandwich Bags, 100 Count",Seal Double Zipper Sandwich,Uncategorized,Non-perishable,each,100,,,1.00,100.00,0.0162,0.0000,100 Count
"Secret Aluminum Free Women's Deodorant Solid, Cotton, 2.4 oz",Secret Aluminum Free Women,Uncategorized,Non-perishable,each,1,2.4,oz,1.00,1.00,0.0162,0.0769,2.4 oz
"Great Value Semi-Sweet Chocolate Baking Chips, 12 oz Bag",Semi Sweet Chocolate Baking,Snacks,Non-perishable,oz,1,12,oz,1.00,1.00,0.0162,0.0000,12 oz
"Sheamoisture Fresh Antiperspirant Deodorant Stick for Women Coconut & Hibiscus, 2.6 oz",Sheamoisture Antiperspirant Deodorant Stick,Uncategorized,Non-perishable,each,1,2.6,oz,1.00,1.00,0.0162,0.0000,2.6 oz
"Sheamoisture Even Tone Antiperspirant Deodorant Stick for Women Citrus Peach & Grapefruit Dry Skin, 2.6 oz",Sheamoisture Even Tone Antiperspirant,Uncategorized,Non-perishable,each,1,2.6,oz,1.00,1.00,0.0162,0.0000,2.6 oz
"SheaMoisture Whole Body Deodorant Stick for Women Fresh, Aluminum Free & No Baking Soda, 2.6 oz",Sheamoisture Whole Body Deodorant,Uncategorized,Non-perishable,each,1,2.6,oz,1.00,1.00,0.0162,0.0000,2.6 oz
"Marketside Fresh Shredded Iceberg Lettuce, 16 oz Bag",Shredded Iceberg Lettuce Bag,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16 oz
"Marketside Fresh Shredded Iceberg Lettuce, 8 oz, Bag",Shredded Iceberg Lettuce Bag,Uncategorized,Non-perishable,each,1,8,oz,1.00,1.00,0.0162,0.0000,8 oz
Shredded Mexican-Style Cheese - 16oz - Good & Gather™,Shredded Mexican Style Cheese,Dairy,Perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16oz
Shredded Sharp Cheddar Cheese - 8oz - Good & Gather™,Shredded Sharp Cheddar Cheese,Dairy,Perishable,oz,1,8,oz,1.00,1.00,0.0162,0.0000,8oz
Siete Mild Taco Seasoning - 1.31oz,Siete Mild Taco Seasoning,Uncategorized,Non-perishable,each,1,1.31,oz,1.00,1.00,0.0162,0.0769,1.31oz
Sleek Scalp Massage Brush,Sleek Scalp Massage Brush,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Fresh Small Hass Avocados, 5-6 Count Bag",Small Hass Avocados Bag,Uncategorized,Non-perishable,each,6,,,1.00,6.00,0.0162,0.0769,6 Count
"Smash Kitchen Organic Classic Extra Virgin Olive Oil, 16.9 fl oz",Smash Kitchen Classic Extra,Uncategorized,Non-perishable,each,1,16.9,fl oz,1.00,1.00,0.0162,0.0769,16.9 fl oz
"Smucker's Simply Fruit Seedless Strawberry Fruit Spread, 10 oz",Smucker S Simply Fruit,Uncategorized,Non-perishable,each,1,10,oz,1.00,1.00,0.0162,0.0769,10 oz
"Smucker’s Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 4 Count, 2 oz Each, Frozen",Smucker S Uncrustables Peanut,Uncategorized,Non-perishable,each,4,2,oz,1.00,4.00,0.0162,0.0769,4 Count
"Smucker’s Uncrustables Peanut Butter & Strawberry Jam Sandwiches, 10 Count, 2 oz Each, Frozen",Smucker S Uncrustables Peanut,Uncategorized,Non-perishable,each,10,2,oz,1.00,10.00,0.0162,0.0000,10 Count
"Snack Factory Garlic Parmesan Pretzel Crisps, 14 oz Party Size Bag",Snack Factory Garlic Parmesan,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0769,14 oz
Snack Factory Original Pretzel Crisps - 14oz,Snack Factory Pretzel Crisps,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0769,14oz
Snyder's of Hanover Pretzel Sticks Family Size - 16oz,Snyder S Of Hanover,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16oz
"SoCozy Kid's Swim 3-in-1 Shampoo Conditioner Body Wash for All Hair Types, with Activated Charcoal, 10.5 fl oz",Socozy Kid S Swim,Uncategorized,Non-perishable,each,1,10.5,fl oz,1.00,1.00,0.0162,0.0000,10.5 fl oz
"Soundcore AeroClip Open-Ear Earbuds, Midnight Black, Retail Packaging",Soundcore Aeroclip Open Ear,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
BUBLY 24/12,Sparkling Water,Beverages,Non-perishable,fl oz,1,,,1.00,1.00,0.0162,0.0769,
"LaCroix Black Razzberry Sparkling Water 8pk/12 fl oz Cans, 8 Pack (Quantity)",Sparkling Water,Beverages,Non-perishable,each,8,12,fl oz,1.00,8.00,0.0162,0.0000,8pk
"Great Value Kosher Spears Dill Pickle Fresh Pack, 24 fl oz Jar",Spears Dill Pickle Pack,Uncategorized,Non-perishable,each,1,24,fl oz,1.00,1.00,0.0162,0.0000,24 fl oz
Starbucks Peppermint Hot Cocoa Mix - 6oz/6ct,Starbucks Peppermint Hot Cocoa,Uncategorized,Non-perishable,each,6,6,oz,1.00,6.00,0.0162,0.0000,6oz
"Sterilite Large Latching Storage Bin, 66 Quart Clear Plastic Storage Container with Latch Lid, Blue",Sterilite Large Latching Storage,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"(3 pack) Sterilite, 15 Quart Clear Storage Bin, Latch Box Storage Container, with Clear Lid, Blue",Sterilite Quart Clear Storage,Uncategorized,Non-perishable,each,3,,,1.00,3.00,0.0162,0.0000,3 pack
"Stouffer's Classic Lasagna with Meat and Sauce, Party Size Pasta, Frozen Meals, 90 oz (Frozen)",Stouffer S Classic Lasagna,Uncategorized,Perishable,each,1,90,oz,1.00,1.00,0.0162,0.0769,90 oz
"Stouffer's Macaroni & Cheese, Party Size, Frozen Mac and Cheese Meal, 76 oz (Frozen)",Stouffer S Macaroni Cheese,Dairy,Perishable,oz,1,76,oz,1.00,1.00,0.0162,0.0000,76 oz
"Stove Top Stuffing Mix for Turkey, 6 oz Box",Stove Top Stuffing Mix,Meat,Non-perishable,each,1,6,oz,1.00,1.00,0.0162,0.0000,6 oz
"Super Tech Cabin Air Filter, 7280, Replacement Filter for Toyota, Mazda, Lexus",Super Tech Cabin Air,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Sweet Peas, 12 oz (Frozen) Steamable Bag, No Added Sugars",Sweet Peas Frozen Steamable,Uncategorized,Non-perishable,each,1,12,oz,1.00,1.00,0.0162,0.0769,12 oz
"Swiffer Dusters Multi-Surface Refills, Unscented, 10 Count Dusters",Swiffer Dusters Multi Surface,Uncategorized,Non-perishable,each,10,,,1.00,10.00,0.0162,0.0769,10 Count
"Swiffer Heavy Duty Mop Wet Multi-Surface Cloth Refills for Floor Mopping, Lavender, 20 Count",Swiffer Heavy Duty Mop,Uncategorized,Non-perishable,each,20,,,1.00,20.00,0.0162,0.0000,20 Count
"Swiffer Sweep + Mop, Wet Pads Refill, Floor Cleaner, Cleaning Cloths, Gain, 24 Count",Swiffer Sweep Mop Wet,Uncategorized,Non-perishable,each,24,,,1.00,24.00,0.0162,0.0000,24 Count
Tazo Chai Pumpkin Spice Latte Tea Concentrate - 32 fl oz,Tazo Chai Pumpkin Spice,Uncategorized,Non-perishable,each,1,32,fl oz,1.00,1.00,0.0162,0.0000,32 fl oz
Tazo Organic Green Ginger Tea Bags - 16ct,Tazo Green Ginger Tea,Uncategorized,Non-perishable,each,16,,,1.00,16.00,0.0162,0.0769,16ct
Tazo Passion Herbal Tea Bags - 20ct,Tazo Passion Herbal Tea,Uncategorized,Non-perishable,each,20,,,1.00,20.00,0.0162,0.0769,20ct
Tazo Organic Tea Latte Chai Black Tea - 32 fl oz,Tazo Tea Latte Chai,Uncategorized,Non-perishable,each,1,32,fl oz,1.00,1.00,0.0162,0.0769,32 fl oz
Tazo Wild Sweet Orange Caffeine-Free Herbal Tea Bags - 20ct,Tazo Wild Sweet Orange,Uncategorized,Non-perishable,each,20,,,1.00,20.00,0.0162,0.0769,20ct
Tide Free & Gentle Unscented HE Deep Cleaning Concentrated Liquid Laundry,Tide Free Gentle Unscented,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
Toddler Boys' Fleece Zip-Up Hoodie Sweatshirt - Cat & Jack™ Khaki 5T,Toddler Boys Fleece Zip,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
Toddler Boys' Long Sleeve Knit T-Shirt - Cat & Jack™ Brown 5T,Toddler Boys Long Sleeve,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Crushed Tomatoes with Tomato Puree, 28 oz",Tomatoes,Produce,Perishable,each,1,28,oz,1.00,1.00,0.0162,0.0769,28 oz
"Great Value Mild Diced Tomatoes with Green Chilies, 10 oz",Tomatoes,Produce,Perishable,each,1,10,oz,1.00,1.00,0.0162,0.0769,10 oz
"Great Value Tomato Sauce, 8 oz Can",Tomatoes,Produce,Perishable,each,1,8,oz,1.00,1.00,0.0162,0.0000,8 oz
"TPH BY TARAJI Cooling Curly Hair Serum with Aloe Vera, Biotin, Tea Tree & Avocado Oil, 4 oz.",Tph By Taraji Cooling,Uncategorized,Non-perishable,each,1,4,oz,1.00,1.00,0.0162,0.0000,4 oz
"TPH BY TARAJI Ride or Die Biotin Leave in Conditioner Spray Detangler for Dry Hair | Strength, Moisturizing & Anti Frizz | Natural + Curly Hair Product | Color Safe, 4 oz.",Tph By Taraji Ride,Uncategorized,Non-perishable,each,1,4,oz,1.00,1.00,0.0162,0.0769,4 oz
Traditional Medicinals Organic Nighty Night Extra Valerian Root Herbal Tea Bags,Traditional Medicinals Nighty Night,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
"Traditional Medicinals, Organic Turmeric with Meadowsweet & Ginger Herbal Tea Bags, 16 Count",Traditional Medicinals Turmeric With,Uncategorized,Non-perishable,each,16,,,1.00,16.00,0.0162,0.0769,16 Count
"Trolli Sour Brite Crawlers Candy, Cherry-Lemon, Strawberry-Grape & Orange-Lime, Sweet and Sour, Gummy Worms, 14 oz",Trolli Sour Brite Crawlers,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0000,14 oz
"Turkey Hill Choco Mint Chip Premium Ice Cream, 46 fl oz",Turkey Hill Choco Mint,Meat,Non-perishable,each,1,46,fl oz,1.00,1.00,0.0162,0.0000,46 fl oz
Turkey Hill Chocolate Chip Cookie Dough Ice Cream 46 fl oz Tub,Turkey Hill Chocolate Chip,Meat,Non-perishable,each,1,46,fl oz,1.00,1.00,0.0162,0.0000,46 fl oz
"Great Value Oven Roasted Turkey Breast Lunchmeat, 9 oz",Turkey Lunchmeat,Meat,Perishable,each,1,9,oz,1.00,1.00,0.0162,0.0000,9 oz
"Tylenol Cold + Flu Severe Caplets for Multi-Symptom Relief, 24 Count.",Tylenol Cold Flu Severe,Uncategorized,Non-perishable,each,24,,,1.00,24.00,0.0162,0.0769,24 Count
Uncured Calabrese Salami Prosciutto Capocollo Tray - 6oz - Good & Gather™,Uncured Calabrese Salami Prosciutto,Uncategorized,Non-perishable,each,1,6,oz,1.00,1.00,0.0162,0.0769,6oz
"Utz Braided Twists Honey Wheat Pretzels, 14 oz Bag",Utz Braided Twists Honey,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0000,14 oz
"Great Value Vanilla Bean Flavored Ice Cream, 48 fl oz",Vanilla Bean Flavored Ice,Uncategorized,Non-perishable,each,1,48,fl oz,1.00,1.00,0.0162,0.0000,48 fl oz
"Great Value Vegetable Oil, Heart Healthy and Versatile, 48 fl oz Bottle",Vegetable Oil Heart Healthy,Uncategorized,Non-perishable,each,1,48,fl oz,1.00,1.00,0.0162,0.0000,48 fl oz
"Venus Extra Smooth Sensitive Women's 5 Blade Disposable Razor, 2 count, Blue",Venus Extra Smooth Sensitive,Uncategorized,Non-perishable,each,2,,,1.00,2.00,0.0162,0.0000,2 count
"Vicks DayQuil NyQuil Severe Cough, Cold & Flu Relief LiquiCaps, 24 Ct",Vicks Dayquil Nyquil Severe,Uncategorized,Non-perishable,each,24,,,1.00,24.00,0.0162,0.0000,24 Ct
"Vicks Vapo Shower Tablets, Menthol Scent Soothing Non-Medicated Shower Steamers, 3 Count",Vicks Vapo Shower Tablets,Uncategorized,Non-perishable,each,3,,,1.00,3.00,0.0162,0.0000,3 Count
"Vicks Warm Steam Vaporizer Humidifier with Night Light, 1.5 gal, 600 Sq. ft, White, V150SGNLUPCV2",Vicks Warm Steam Vaporizer,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,1.5 gal
"Great Value Waffles Cones, 7 oz, 12 Count",Waffles Cones,Uncategorized,Non-perishable,each,12,7,oz,1.00,12.00,0.0162,0.0000,7 oz
Walmart New Tire Install,Walmart New Tire Install,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
Weiman Granite Cleaner & Polish - 16 Ounce,Weiman Granite Cleaner Polish,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,16 Ounce
"Welch's Natural Concord Grape Spread, 17 oz Jar",Welch S Natural Concord,Uncategorized,Non-perishable,each,1,17,oz,1.00,1.00,0.0162,0.0769,17 oz
"Welch's Natural Strawberry Spread, 17 oz Jar",Welch S Natural Strawberry,Uncategorized,Non-perishable,each,1,17,oz,1.00,1.00,0.0162,0.0769,17 oz
"(2 pack) Welch's Non-Alcoholic Sparkling Rosé Grape Juice Cocktail, 25.4 fl oz Bottle",Welch S Non Alcoholic,Uncategorized,Non-perishable,each,2,25.4,fl oz,1.00,2.00,0.0162,0.0769,2 pack
Wet Brush Go Green Tea Tree Oil Treatment Comb - Green 1CT,Wet Brush Go Green,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,1CT
Wet Brush Mini Detangler Stellar Skies -Violet Skies,Wet Brush Mini Detangler,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Fresh Whole Carrots, 5 lb Bag",Whole Carrots Bag,Uncategorized,Non-perishable,each,1,5,lb,1.00,1.00,0.0162,0.0769,5 lb
"Fresh Whole Red Onion, Each",Whole Red Onion Each,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Fresh Whole Sweet Onion, Each",Whole Sweet Onion Each,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
